ZH000236,0.0235,8.868493151
ZH000237,0.1245,8.868493151
ZH000238,-0.0374,8.868493151
ZH000239,0,8.868493151
ZH000240,-0.0315,3.016438356
ZH000241,0,8.868493151
ZH000242,0.0747,8.868493151
ZH000243,0.1291,1.81369863
ZH000244,,
ZH000245,-0.0201,2.747945205
ZH000246,0.0238,8.868493151
ZH000247,0,0.994520548
ZH000248,-0.0281,8.868493151
ZH000249,0.0712,8.868493151
ZH000250,0.0008,8.868493151
ZH000251,0.0335,3.602739726
ZH000252,0.0699,8.868493151
ZH000253,0.0222,8.868493151
ZH000254,0.0617,2.150684932
ZH000255,0.0117,8.868493151
ZH000256,-0.0235,8.868493151
ZH000257,,
ZH000258,0.1892,3.602739726
ZH000259,0,8.868493151
ZH000260,0.0172,8.868493151
ZH000261,0,8.868493151
ZH000262,0,8.868493151
ZH000263,-0.0261,6.254794521
ZH000264,0.2453,8.868493151
ZH000265,-0.0711,4.41369863
ZH000266,0.0171,8.868493151
ZH000267,0.1061,8.868493151
ZH000268,,
ZH000269,0.0015,3.602739726
ZH000270,-0.0189,8.868493151
ZH000271,0.3961,8.868493151
ZH000272,0.0936,8.868493151
ZH000273,0.0366,8.868493151
ZH000274,0.1111,8.868493151
ZH000275,0,8.868493151
ZH000276,-0.0233,8.868493151
ZH000277,-0.0256,8.868493151
ZH000278,-0.0532,8.868493151
ZH000279,0.0015,3.602739726
ZH000280,-0.2014,1.339726027
ZH000281,-0.001,8.868493151
ZH000282,0.134,8.868493151
ZH000283,0.1056,8.868493151
ZH000284,0.2274,8.868493151
ZH000285,-0.0025,8.868493151
ZH000286,0.1049,3.8
ZH000287,,
ZH000288,-0.1024,8.868493151
ZH000289,0.1219,8.868493151
ZH000290,0.1052,8.868493151
ZH000291,0.028,8.868493151
ZH000292,0.0712,8.868493151
ZH000293,0.0352,8.868493151
ZH000294,0.0769,8.868493151
ZH000295,0.0271,8.868493151
ZH000296,0.013,8.868493151
ZH000297,0.1785,8.868493151
ZH000298,0.394,8.868493151
ZH000299,0.1851,8.868493151
ZH000300,0.0752,3.8
ZH000301,0.116,6.350684932
ZH000302,0.0451,8.868493151
ZH000303,0.1654,8.868493151
ZH000304,0.0333,8.868493151
ZH000305,0.0052,1.531506849
ZH000306,0.0596,8.868493151
ZH000307,-0.0076,8.868493151
ZH000308,0.031,1.731506849
ZH000309,,
ZH000310,0.0113,8.868493151
ZH000311,0,8.868493151
ZH000312,0.1381,8.868493151
ZH000313,,
ZH000314,-0.0037,8.868493151
ZH000315,0,2.684931507
ZH000316,0.0565,8.868493151
ZH000317,0.2594,8.868493151
ZH000318,0.0055,8.868493151
ZH000319,-0.0392,8.868493151
ZH000320,-0.0208,8.868493151
ZH000321,0.1728,8.868493151
ZH000322,,
ZH000323,0.0026,3.602739726
ZH000324,0.0187,8.868493151
ZH000325,0.4267,1.531506849
ZH000326,0.0679,8.868493151
ZH000327,0.0036,8.868493151
ZH000328,0.0566,8.868493151
ZH000329,-0.0955,1.167123288
ZH000330,,
ZH000331,0.0301,8.868493151
ZH000332,0.1301,8.868493151
ZH000333,0.0622,8.868493151
ZH000334,-0.0243,5.098630137
ZH000335,0.0482,8.868493151
ZH000336,0.4205,1.531506849
ZH000337,-0.1206,2.493150685
ZH000338,0.0494,2.339726027
ZH000339,-0.3394,2.342465753
ZH000340,0.2883,2.378082192
ZH000341,-0.2935,2.342465753
ZH000342,,
ZH000343,-0.1293,6.315068493
ZH000344,0.3568,5.654794521
ZH000345,0.1982,2.745205479
ZH000346,0.0073,2.745205479
ZH000347,-0.0136,8.865753425
ZH000348,,
ZH000349,0.1934,5.287671233
ZH000350,0.2138,5.287671233
ZH000351,,
ZH000352,0.0297,8.865753425
ZH000353,0.0106,8.865753425
ZH000354,0.1643,8.865753425
ZH000355,-0.0168,8.865753425
ZH000356,0.026,8.865753425
ZH000357,0.0453,8.865753425
ZH000358,0.0523,8.865753425
ZH000359,0.0296,8.865753425
ZH000360,0.0135,8.865753425
ZH000361,0.0261,8.865753425
ZH000362,,
ZH000363,,
ZH000364,0.0643,8.865753425
ZH000365,-0.0615,8.865753425
ZH000366,-0.0038,8.865753425
ZH000367,0.0082,8.865753425
ZH000368,-0.0288,8.865753425
ZH000369,0.0591,8.865753425
ZH000370,-0.0126,8.865753425
ZH000371,-0.0226,8.865753425
ZH000372,0.0218,8.863013699
ZH000373,-0.0004,6.249315068
ZH000374,0.1265,5.4
ZH000375,0.2648,8.863013699
ZH000376,0,8.863013699
ZH000377,0.0386,8.863013699
ZH000378,0.0404,8.863013699
ZH000379,0.0573,8.863013699
ZH000380,0.0573,8.863013699
ZH000381,0,8.863013699
ZH000382,0,8.863013699
ZH000383,0.0435,8.863013699
ZH000384,0,8.863013699
ZH000385,0,8.863013699
ZH000386,,
ZH000387,,
ZH000388,,
ZH000389,0.034,4.408219178
ZH000390,0.1378,1.701369863
ZH000391,0.1133,8.863013699
ZH000392,0.3154,1.526027397
ZH000393,,
ZH000394,,
ZH000395,0.0204,1.526027397
ZH000396,,
ZH000397,0.0652,8.863013699
ZH000398,0.624,8.863013699
ZH000399,0.2554,8.863013699
ZH000400,0.6231,8.863013699
ZH000401,0,8.863013699
ZH000402,0,8.863013699
ZH000403,0.0288,8.863013699
ZH000404,0.0695,2.742465753
ZH000405,0.0695,2.742465753
ZH000406,0.0418,2.742465753
ZH000407,0.0614,8.863013699
ZH000408,0.1681,8.863013699
ZH000409,0.0514,8.863013699
ZH000410,-0.0332,3.838356164
ZH000411,0.0463,8.863013699
ZH000412,0.0808,8.863013699
ZH000413,-0.0418,8.863013699
ZH000414,,
ZH000415,0.0528,4.405479452
ZH000416,0.021,8.860273973
ZH000417,-0.0732,8.860273973
ZH000418,0,8.860273973
ZH000419,0.0399,8.860273973
ZH000420,0,2.142465753
ZH000421,,
ZH000422,0.0325,8.860273973
ZH000423,0.1084,4.405479452
ZH000424,0.0628,8.860273973
ZH000425,0.0928,8.860273973
ZH000426,,
ZH000427,,
ZH000428,0.0282,6.408219178
ZH000429,-0.0029,8.860273973
ZH000430,0.0637,8.860273973
ZH000431,0.0293,8.860273973
ZH000432,,
ZH000433,0.026,8.854794521
ZH000434,0.0773,8.854794521
ZH000435,-0.0333,8.854794521
ZH000436,,
ZH000437,,
ZH000438,0.0563,8.854794521
ZH000439,0.0441,8.854794521
ZH000440,-0.0276,8.854794521
ZH000441,0.0338,8.854794521
ZH000442,-0.0073,8.854794521
ZH000443,0.0918,8.854794521
ZH000444,-0.0327,8.854794521
ZH000445,0,8.854794521
ZH000446,-0.03,8.854794521
ZH000447,-0.1217,8.854794521
ZH000448,,
ZH000449,-0.0098,8.854794521
ZH000450,0.0377,8.854794521
ZH000451,0.0393,8.854794521
ZH000452,0.08,8.854794521
ZH000453,0.2103,2.734246575
ZH000454,0.0898,8.854794521
ZH000455,-0.044,8.854794521
ZH000456,0.0185,3.78630137
ZH000457,0.0336,2.734246575
ZH000458,0.0141,8.854794521
ZH000459,0.0938,4.4
ZH000460,0.2215,4.4
ZH000461,,
ZH000462,0.0504,8.852054795
ZH000463,0.0937,8.852054795
ZH000464,0.0626,8.852054795
ZH000465,0.1027,8.852054795
ZH000466,0.0946,8.852054795
ZH000467,0.1599,8.852054795
ZH000468,0.0226,8.852054795
ZH000469,0.0239,8.852054795
ZH000470,0.1542,8.852054795
ZH000471,-0.0107,8.852054795
ZH000472,,
ZH000473,0.0662,8.852054795
ZH000474,0.246,8.852054795
ZH000475,0.0153,8.852054795
ZH000476,,
ZH000477,-0.0064,8.852054795
ZH000478,-0.0374,8.852054795
ZH000479,0.5478,8.852054795
ZH000480,0.7167,8.852054795
ZH000481,0.3572,8.852054795
ZH000482,0.5547,8.852054795
ZH000483,-0.0025,2.668493151
ZH000484,-0.0148,8.852054795
ZH000485,0,2.668493151
ZH000486,-0.0165,2.668493151
ZH000487,-0.0248,8.852054795
ZH000488,-0.0108,8.852054795
ZH000489,0.3422,8.852054795
ZH000490,-0.0115,8.852054794520548
ZH000491,0.043,8.852054794520548
ZH000492,0.032400000000000005,8.852054794520548
ZH000493,-0.3086,2.3698630136986303
ZH000494,-0.0077,1.378082191780822
ZH000495,0.0943,8.852054794520548
ZH000496,,
ZH000497,0.0203,8.852054794520548
ZH000498,,
ZH000499,0.0154,8.852054794520548
ZH000500,-0.1137,8.852054794520548
ZH000501,0.0761,4.397260273972603
ZH000502,0.0225,4.397260273972603
ZH000503,0.0378,8.849315068493151
ZH000504,0.08070000000000001,8.849315068493151
ZH000505,-0.2532,1.3753424657534246
ZH000506,0.06,8.849315068493151
ZH000507,0.08070000000000001,8.849315068493151
ZH000508,0.049400000000000006,8.849315068493151
ZH000509,-0.1411,1.3205479452054794
ZH000510,0.0661,8.849315068493151
ZH000511,0.1361,8.849315068493151
ZH000512,-0.07339999999999999,8.849315068493151
ZH000513,-0.013600000000000001,8.849315068493151
ZH000514,0.1856,8.849315068493151
ZH000515,0.0,8.849315068493151
ZH000516,0.1354,8.849315068493151
ZH000517,0.19,8.849315068493151
ZH000518,0.6644,8.849315068493151
ZH000519,0.0,8.849315068493151
ZH000520,0.0,8.849315068493151
ZH000521,0.1775,8.849315068493151
ZH000522,-0.05,8.849315068493151
ZH000523,0.0951,8.849315068493151
ZH000524,0.036699999999999997,8.849315068493151
ZH000525,-0.04650000000000001,8.849315068493151
ZH000526,0.0,8.849315068493151
ZH000527,0.018000000000000002,8.849315068493151
ZH000528,-0.0131,8.849315068493151
ZH000529,0.5105,8.849315068493151
ZH000530,-0.0053,8.849315068493151
ZH000531,0.0929,8.849315068493151
ZH000532,0.038900000000000004,8.849315068493151
ZH000533,-0.0426,8.849315068493151
ZH000534,-0.0060999999999999995,8.849315068493151
ZH000535,-0.013000000000000001,8.849315068493151
ZH000536,0.3574,8.849315068493151
ZH000537,0.08800000000000001,2.665753424657534
ZH000538,-0.0103,2.665753424657534
ZH000539,0.0,8.849315068493151
ZH000540,,
ZH000541,,
ZH000542,0.0564,8.849315068493151
ZH000543,-0.11109999999999999,8.849315068493151
ZH000544,0.06480000000000001,8.849315068493151
ZH000545,0.17329999999999998,8.849315068493151
ZH000546,0.028999999999999998,8.849315068493151
ZH000547,0.1247,8.849315068493151
ZH000548,0.0572,8.849315068493151
ZH000549,-0.0008,8.849315068493151
ZH000550,0.0,8.849315068493151
ZH000551,-0.0323,8.849315068493151
ZH000552,-0.0022,8.849315068493151
ZH000553,0.029500000000000002,8.849315068493151
ZH000561,0.0796,8.849315068493151
ZH000562,-0.0075,8.849315068493151
ZH000563,0.020099999999999996,8.849315068493151
ZH000564,0.2279,8.849315068493151
ZH000565,0.2445,8.849315068493151
ZH000566,0.008199999999999999,8.849315068493151
ZH000567,0.0,8.849315068493151
ZH000568,,
ZH000569,0.18989999999999999,8.846575342465753
ZH000570,-0.0642,2.0657534246575344
ZH000571,0.08199999999999999,2.7260273972602738
ZH000572,0.19390000000000002,8.846575342465753
ZH000573,0.1848,2.7260273972602738
ZH000574,0.0414,8.846575342465753
ZH000575,0.0,8.846575342465753
ZH000576,-0.11289999999999999,1.3726027397260274
ZH000577,-0.0701,8.846575342465753
ZH000578,0.20879999999999999,3.778082191780822
ZH000579,-0.0217,8.846575342465753
ZH000580,0.1528,8.846575342465753
ZH000581,0.1452,5.383561643835616
ZH000554,,
ZH000555,,
ZH000556,,
ZH000557,,
ZH000558,,
ZH000559,,
ZH000560,,ZH000582,-0.1016,1.5095890410958903
ZH000583,0.17600000000000002,8.846575342465753
ZH000584,0.0011,1.5095890410958903
ZH000585,0.0558,8.846575342465753
ZH000586,0.10490000000000001,8.846575342465753
ZH000587,0.1597,8.846575342465753
ZH000588,0.012,8.846575342465753
ZH000589,0.1217,8.846575342465753
ZH000590,-0.0815,8.846575342465753
ZH000591,0.0,8.846575342465753
ZH000592,-0.002,8.846575342465753
ZH000593,0.0809,8.846575342465753
ZH000594,0.0241,8.846575342465753
ZH000595,-0.0015,8.846575342465753
ZH000596,0.3048,8.846575342465753
ZH000597,0.017,8.846575342465753
ZH000598,-0.0495,8.846575342465753
ZH000599,0.0863,8.846575342465753
ZH000600,,
ZH000601,0.001,8.846575342465753
ZH000602,0.0516,8.846575342465753
ZH000603,0.005600000000000001,8.846575342465753
ZH000604,0.0025,4.391780821917808
ZH000605,0.0,8.846575342465753
ZH000606,0.0,8.846575342465753
ZH000607,0.0834,8.846575342465753
ZH000608,0.0,8.846575342465753
ZH000609,0.0,0.9726027397260274
ZH000610,0.0051,8.846575342465753
ZH000611,0.0262,8.846575342465753
ZH000612,0.0,8.846575342465753
ZH000582,-0.1016,1.5095890410958903
ZH000613,0.0033,8.846575342465753
ZH000614,0.0768,8.846575342465753
ZH000615,-0.009000000000000001,8.846575342465753
ZH000616,-0.0189,8.846575342465753
ZH000617,0.0564,8.846575342465753
ZH000618,0.042800000000000005,8.846575342465753
ZH000619,-0.13849999999999998,2.128767123287671
ZH000620,0.0075,8.846575342465753
ZH000621,-0.0074,8.846575342465753
ZH000622,0.163,8.846575342465753
ZH000623,-0.0421,8.846575342465753
ZH000624,0.1609,8.846575342465753
ZH000625,0.0855,8.846575342465753
ZH000626,0.4207,1.5945205479452054
ZH000627,0.0431,8.846575342465753
ZH000628,0.0818,8.846575342465753
ZH000629,0.0031,8.846575342465753
ZH000630,0.1447,2.0657534246575344
ZH000631,0.0393,8.846575342465753
ZH000632,0.0538,8.846575342465753
ZH000633,0.0784,8.846575342465753
ZH000634,-0.0233,8.846575342465753
ZH000635,0.6291,8.846575342465753
ZH000636,-0.0070999999999999995,8.846575342465753
ZH000637,0.09300000000000001,8.846575342465753
ZH000638,0.1284,8.846575342465753
ZH000639,0.0096,2.9945205479452053
ZH000640,0.04190000000000001,8.846575342465753
ZH000641,0.035699999999999996,8.846575342465753
ZH000642,0.0664,8.846575342465753
ZH000643,0.0062,8.846575342465753
ZH000644,0.0051,6.394520547945206
ZH000645,0.026099999999999998,8.846575342465753
ZH000646,-0.09050000000000001,8.846575342465753
ZH000647,0.0111,8.846575342465753
ZH000648,0.0,1.2684931506849315
ZH000649,0.0922,8.846575342465753
ZH000650,-0.048,8.846575342465753
ZH000651,0.111,4.391780821917808
ZH000652,-0.10490000000000001,8.846575342465753
ZH000653,0.0,2.852054794520548
ZH000654,-0.0028000000000000004,4.079452054794521
ZH000655,0.7664,1.5698630136986302
ZH000656,-0.0265,8.846575342465753
ZH000657,-0.09849999999999999,8.846575342465753
ZH000658,0.0048,3.852054794520548
ZH000659,0.0731,8.846575342465753
ZH000660,0.0639,8.846575342465753
ZH000661,0.1099,8.846575342465753
ZH000662,-0.0711,8.846575342465753
ZH000663,-0.08349999999999999,8.846575342465753
ZH000664,0.0965,5.197260273972603
ZH000665,0.0675,5.197260273972603
ZH000666,-0.18280000000000002,5.197260273972603
ZH000667,0.20600000000000002,8.843835616438357
ZH000668,0.0173,8.175342465753424
ZH000669,0.0379,8.843835616438357
ZH000670,0.077,8.843835616438357
ZH000671,-0.022400000000000003,8.843835616438357
ZH000672,0.16219999999999998,8.843835616438357
ZH000673,0.07769999999999999,8.843835616438357
ZH000674,0.0233,8.843835616438357
ZH000675,-0.1866,1.610958904109589
ZH000676,0.2376,4.810958904109589
ZH000677,0.4191,8.843835616438357
ZH000678,-0.0415,8.843835616438357
ZH000679,-0.10880000000000001,8.843835616438357
ZH000680,0.0493,8.843835616438357
ZH000681,0.14980000000000002,1.4684931506849315
ZH000682,0.013000000000000001,8.843835616438357
ZH000683,0.0977,8.843835616438357
ZH000684,0.023799999999999998,8.843835616438357
ZH000685,0.051500000000000004,1.7452054794520548
ZH000686,0.6715000000000001,1.0520547945205478
ZH000687,0.051500000000000004,8.843835616438357
ZH000688,0.19260000000000002,4.810958904109589
ZH000689,0.0001,8.843835616438357
ZH000690,-0.29460000000000003,2.589041095890411
ZH000691,0.2254,2.3315068493150686
ZH000692,0.094,8.843835616438357
ZH000693,0.07730000000000001,1.7232876712328766
ZH000694,0.2027,8.843835616438357
ZH000695,0.023700000000000002,8.843835616438357
ZH000696,0.0229,8.843835616438357
ZH000697,0.2032,8.843835616438357
ZH000698,0.019,6.328767123287672
ZH000699,0.0513,8.843835616438357
ZH000700,0.18420000000000003,8.843835616438357
ZH000701,0.1419,8.843835616438357
ZH000702,-0.2421,2.786301369863014
ZH000703,0.12869999999999998,3.0684931506849313
ZH000704,0.04650000000000001,8.843835616438357
ZH000705,-0.5047,1.4684931506849315
ZH000706,0.0718,8.843835616438357
ZH000707,0.0175,8.843835616438357
ZH000708,0.004699999999999999,2.9095890410958902
ZH000709,0.0699,6.372602739726028
ZH000710,-0.0974,8.843835616438357
ZH000711,0.0085,2.9095890410958902
ZH000712,1.3973,1.6136986301369862
ZH000751,0.1005,8.843835616438357
ZH000752,-0.0104,8.843835616438357
ZH000753,-0.0033,8.843835616438357
ZH000754,0.21559999999999999,3.7753424657534245
ZH000755,0.0672,1.1123287671232878
ZH000756,-0.0623,3.7753424657534245
ZH000757,-0.0373,8.843835616438357
ZH000758,0.1478,1.819178082191781
ZH000759,0.09369999999999999,1.484931506849315
ZH000760,0.0155,8.843835616438357
ZH000761,0.016,8.843835616438357
ZH000762,0.2484,1.8164383561643835
ZH000763,0.015,8.843835616438357
ZH000764,0.0155,8.843835616438357
ZH000765,0.0392,8.843835616438357
ZH000766,0.10400000000000001,3.410958904109589
ZH000767,0.23629999999999998,2.1041095890410957
ZH000768,0.1631,6.238356164383561
ZH000769,0.042199999999999994,8.843835616438357
ZH000770,0.3591,4.16986301369863
ZH000771,-0.2021,3.3972602739726026
ZH000772,0.1417,8.843835616438357
ZH000773,-0.0471,3.1780821917808217
ZH000774,0.49340000000000006,3.5287671232876714
ZH000775,0.18760000000000002,8.843835616438357
ZH000776,0.0111,8.843835616438357
ZH000777,0.26649999999999996,8.843835616438357
ZH000778,-0.0576,2.106849315068493
ZH000779,0.0008,5.5917808219178085
ZH000780,0.078,3.3972602739726026
ZH000781,0.0078000000000000005,8.843835616438357
ZH000782,0.1174,8.843835616438357
ZH000783,-0.6121,1.1643835616438356
ZH000784,-0.30829999999999996,1.1643835616438356
ZH000785,0.044800000000000006,8.843835616438357
ZH000786,-0.2491,1.3643835616438356
ZH000787,0.1404,8.843835616438357
ZH000788,0.0834,8.843835616438357
ZH000789,0.0977,1.5068493150684932
ZH000790,0.09,1.8273972602739725
ZH000791,-0.0011,2.9917808219178084
ZH000792,0.3104,1.3835616438356164
ZH000793,0.07339999999999999,8.843835616438357
ZH000794,-0.0168,8.843835616438357
ZH000795,0.1329,8.843835616438357
ZH000796,0.1937,6.4
ZH000797,-0.14429999999999998,8.693150684931506
ZH000798,-0.0349,4.208219178082191
ZH000799,-0.0227,4.095890410958904
ZH000800,0.1293,8.073972602739726
ZH000801,-0.012199999999999999,8.843835616438357
ZH000802,0.1663,6.4
ZH000803,0.0967,2.180821917808219
ZH000804,0.136,8.843835616438357
ZH000805,0.9876999999999999,1.16986301369863
ZH000806,0.1328,8.843835616438357
ZH000807,-0.0636,8.843835616438357
ZH000808,0.1283,8.843835616438357
ZH000809,0.2636,8.843835616438357
ZH000810,-0.023,8.843835616438357
ZH000811,0.1779,4.917808219178082
ZH000812,0.1278,8.843835616438357
ZH000813,-0.13699999999999998,1.641095890410959
ZH000814,0.4955,1.1506849315068493
ZH000815,0.1191,8.843835616438357
ZH000816,-0.0398,8.843835616438357
ZH000817,,
ZH000818,0.1243,8.843835616438357
ZH000819,0.1149,5.421917808219178
ZH000820,1.0291,1.1506849315068493
ZH000821,0.0078000000000000005,7.315068493150685
ZH000822,0.0285,8.843835616438357
ZH000823,0.0381,8.843835616438357
ZH000824,-0.0083,2.8328767123287673
ZH000825,0.21059999999999998,8.843835616438357
ZH000826,1.6765999999999999,1.6136986301369862
ZH000827,-0.0319,8.843835616438357
ZH000828,0.058600000000000006,3.3013698630136985
ZH000829,0.0,1.4575342465753425
ZH000830,-0.0706,7.254794520547946
ZH000831,0.0483,8.843835616438357
ZH000832,0.062400000000000004,8.841095890410958
ZH000833,-0.023399999999999997,8.841095890410958
ZH000834,-0.0083,6.263013698630137
ZH000835,0.0689,1.2054794520547945
ZH000836,-0.0268,8.841095890410958
ZH000838,0.0447,8.841095890410958
ZH000839,0.20489999999999997,8.841095890410958
ZH000840,-0.0771,8.841095890410958
ZH000841,0.1189,8.841095890410958
ZH000842,0.2195,1.8356164383561644
ZH000843,0.2279,1.0712328767123287
ZH000844,0.1941,4.47945205479452
ZH000845,-0.06309999999999999,1.536986301369863
ZH000846,0.08779999999999999,8.841095890410958
ZH000837,0.3421,8.841095890410958
ZH000847,-0.018500000000000003,8.841095890410958
ZH000848,-0.0436,8.841095890410958
ZH000849,-0.020499999999999997,8.841095890410958
ZH000850,-0.0705,8.841095890410958
ZH000851,0.04650000000000001,8.841095890410958
